generation,path_length_rings,euclid_distance,effective_rings,global_x,global_y,heading_running,heading_windowed,local_clock,elapsed_s,hop_ms,patch_ms
12688,7264,26969.2827,7637.4205,26052.0714,-6984.3712,-15.0109,-14.4793,1.8333,49.615,97.16,95.99
12709,7276,27012.6492,7649.7014,26096.3214,-6986.7837,-14.9915,-14.4793,1.7500,49.711,96.73,95.54
12730,7288,27059.1459,7662.8688,26139.0714,-7006.8878,-15.0092,-14.4793,1.7500,49.808,96.84,95.71
12751,7300,27102.5126,7675.1498,26183.3214,-7009.3003,-14.9899,-13.9221,1.7500,49.906,98.07,96.91
12772,7312,27149.0091,7688.3171,26226.0714,-7029.4045,-15.0076,-14.4793,1.7500,50.003,96.98,95.82
12793,7324,27192.3760,7700.5982,26270.3214,-7031.8170,-14.9883,-14.4793,1.7500,50.101,97.27,96.11
12813,7336,27237.9755,7713.5115,26313.0714,-7048.4570,-14.9989,-14.4793,1.6667,50.197,96.18,95.07
12835,7348,27282.2395,7726.0465,26357.3214,-7054.3336,-14.9868,-14.4793,1.8333,50.294,97.22,96.06
12856,7360,27328.2132,7739.0658,26399.9286,-7072.9532,-15.0014,-14.3909,1.7500,50.390,95.72,94.58
12877,7372,27372.1029,7751.4949,26444.3214,-7076.8503,-14.9852,-13.9221,1.7500,50.486,96.68,95.48
12896,7384,27414.7043,7763.5592,26483.3214,-7095.9029,-15.0026,-15.0941,1.5833,50.584,97.19,96.12
12916,7396,27457.4998,7775.6784,26525.1071,-7105.3054,-14.9990,-14.4128,1.6667,50.681,97.68,96.57
12938,7408,27504.5676,7789.0076,26570.3214,-7118.4195,-15.0010,-15.0941,1.8333,50.779,97.24,96.07
12960,7420,27551.7206,7802.3608,26616.0714,-7129.8634,-14.9993,-14.4793,1.8333,50.876,96.99,95.82
12981,7432,27595.0888,7814.6422,26660.3214,-7132.2759,-14.9804,-14.4793,1.7500,50.971,95.95,94.81
13002,7444,27641.5839,7827.8092,26703.0714,-7152.3801,-14.9978,-14.4793,1.7500,51.069,97.14,96.00
13023,7456,27684.9524,7840.0907,26747.3214,-7154.7926,-14.9789,-14.4793,1.7500,51.165,96.86,95.67
13044,7468,27731.4472,7853.2575,26790.0714,-7174.8968,-14.9962,-14.4847,1.7500,51.263,97.28,96.14
13065,7480,27774.8159,7865.5391,26834.3214,-7177.3093,-14.9774,-13.8656,1.7500,51.359,96.29,95.14
13086,7492,27821.3106,7878.7059,26877.0714,-7197.4134,-14.9946,-14.4793,1.7500,51.457,97.49,96.28
13106,7504,27864.5693,7890.9563,26919.0714,-7207.8057,-14.9929,-15.0368,1.6667,51.554,97.79,96.67
13128,7516,27911.1739,7904.1543,26964.0714,-7219.9301,-14.9930,-14.4793,1.8333,51.652,98.11,96.90
13149,7528,27954.5432,7916.4360,27008.3214,-7222.3426,-14.9744,-14.4793,1.7500,51.750,97.78,96.62
13169,7540,28000.1414,7929.3489,27051.0714,-7238.9826,-14.9847,-14.2536,1.6667,51.846,95.49,94.38
13191,7552,28044.4068,7941.8844,27095.3214,-7244.8592,-14.9729,-14.4793,1.8333,51.943,97.66,96.50
13210,7564,28087.0064,7953.9482,27134.3214,-7263.9118,-14.9899,-14.7003,1.5833,52.041,97.60,96.53
13232,7576,28134.1595,7967.3014,27180.0714,-7275.3557,-14.9883,-15.0368,1.8333,52.140,98.62,97.42
