generation,path_length_rings,euclid_distance,effective_rings,global_x,global_y,heading_running,heading_windowed,local_clock,elapsed_s,hop_ms,patch_ms
554379,303945,877943.7487,276581.7429,858800.0807,-182333.7298,-11.9865,-12.7847,1.8333,3054.088,123.78,122.53
556576,305147,881423.3123,277677.9222,862204.9073,-183051.0499,-11.9861,-11.9556,1.9167,3066.483,124.10,122.75
558763,306347,884888.5767,278769.5968,865593.9441,-183773.8900,-11.9863,-11.7989,1.7500,3078.862,121.87,120.66
560963,307549,888370.9248,279866.6533,869000.0162,-184498.7513,-11.9864,-12.4142,1.8333,3091.223,123.69,122.37
563147,308750,891830.5652,280956.5561,872385.1009,-185213.1260,-11.9862,-11.7684,1.8333,3103.562,125.36,124.05
565340,309951,895303.0614,282050.5090,875782.7362,-185930.2872,-11.9859,-11.4786,1.7500,3115.907,121.41,120.17
567538,311152,898784.5429,283147.2924,879187.5399,-186656.9501,-11.9861,-11.9557,1.9167,3128.279,123.52,122.21
569717,312353,902234.4552,284234.1306,882562.0738,-187374.1786,-11.9862,-11.9018,1.7500,3140.944,129.41,128.09
571910,313554,905707.6632,285328.3077,885959.8023,-188094.3289,-11.9861,-11.8955,1.9167,3153.833,131.03,129.67
574099,314755,909175.3738,286420.7529,889351.2051,-188817.8029,-11.9863,-11.7989,1.8333,3166.712,127.55,126.20
576296,315957,912653.4448,287516.4620,892754.2773,-189536.2001,-11.9861,-11.9331,1.9167,3179.572,127.00,125.70
578485,317157,916119.8084,288608.4828,896144.7280,-190257.6730,-11.9862,-11.7804,1.8333,3192.493,128.43,127.11
580678,318360,919593.6673,289702.8650,899543.2326,-190977.3015,-11.9861,-12.2157,1.9167,3205.355,131.30,129.96
582870,319561,923064.6498,290796.3409,902938.4006,-191698.7961,-11.9861,-11.8840,1.9167,3218.194,129.89,128.55
585053,320762,926522.8393,291885.7867,906320.3393,-192421.0022,-11.9864,-12.5555,1.5833,3231.087,127.77,126.54
587247,321963,929995.8378,292979.8977,909717.7758,-193141.5192,-11.9863,-12.6584,1.9167,3243.961,130.46,129.11
589434,323164,933458.3608,294070.7087,913106.1938,-193854.0732,-11.9859,-11.3328,1.9167,3256.847,130.68,129.30
591629,324365,936935.8104,295166.2220,916506.6641,-194581.7329,-11.9862,-11.8924,1.7500,3269.720,130.72,129.39
593819,325566,940404.1594,296258.8683,919899.6230,-195300.9520,-11.9862,-12.3760,1.7500,3282.590,130.74,129.44
596011,326769,943874.3294,297352.0883,923293.2011,-196026.0229,-11.9865,-12.2839,1.5833,3295.503,126.69,125.43
598204,327970,947348.3759,298446.5296,926692.5457,-196742.5987,-11.9861,-11.9532,1.8333,3308.429,126.93,125.64
600385,329172,950801.8653,299534.4946,930070.3263,-197461.7583,-11.9863,-12.2053,1.9167,3321.313,130.73,129.33
602575,330373,954270.8553,300627.3429,933464.0466,-198180.4774,-11.9862,-12.4150,1.8333,3334.227,130.59,129.26
604773,331574,957751.6249,301723.9021,936868.7572,-198904.1513,-11.9862,-11.9067,1.9167,3346.768,123.76,122.45
606966,332775,961223.2459,302817.5792,940265.4813,-199621.3909,-11.9860,-11.7295,1.9167,3359.124,121.09,119.77
609153,333976,964688.5103,303909.2538,943654.5181,-200344.2310,-11.9862,-11.9374,1.7500,3371.450,122.75,121.44
611349,335179,968166.6230,305004.9760,947056.1987,-201069.3824,-11.9863,-12.5209,1.6154,3383.768,117.58,116.34
613538,336380,971632.7193,306096.9127,950447.5339,-201785.4026,-11.9861,-11.8999,1.9167,3396.140,122.36,121.01
615724,337582,975093.7349,307187.2487,953833.2231,-202503.5515,-11.9861,-11.9217,1.9167,3408.482,126.07,124.71
617914,338783,978562.5298,308280.0355,957226.1966,-203224.8484,-11.9861,-12.4416,1.7500,3420.844,118.05,116.77
620106,339984,982033.9573,309373.6517,960622.1784,-203944.6529,-11.9861,-11.9670,1.9167,3433.203,123.77,122.44
